run_id,run_dir,result_json,target_rescore_json,trace_jsonl,architecture,dataset,dataset_label,system_label,listed_in_runs_md,is_internal_shard,is_full_eval,is_mini_eval,is_exploratory_name,analysis_tier,eval_set,fixture,eval_queries_requested,eval_queries_completed,eval_queries_failed,top_k,trace_top_k,parser_max_facts,has_target_rescore,has_trace,has_qa_metrics,trace_has_query_level_qa,benchmark_ndcg,benchmark_mrr,benchmark_recall_at_k,qa_f1_generated,qa_bleu1_generated,qa_f1_top1,qa_f1_concat3,qa_em_generated,qa_f1_no_stopwords,raw_queries,raw_zero_target_cases,raw_top1_hit_rate,raw_hit_rate_at_k,raw_recall_at_k,raw_mrr,raw_ndcg,raw_micro_recall_at_k,source_queries,source_zero_target_cases,source_top1_hit_rate,source_hit_rate_at_k,source_recall_at_k,source_mrr,source_ndcg,source_micro_recall_at_k,canonical_queries,canonical_zero_target_cases,canonical_top1_hit_rate,canonical_hit_rate_at_k,canonical_recall_at_k,canonical_mrr,canonical_ndcg,canonical_micro_recall_at_k,raw_vs_source_shared_queries,raw_vs_source_hit_flips,raw_vs_source_top1_flips,raw_vs_source_ndcg_changed,raw_vs_canonical_shared_queries,raw_vs_canonical_hit_flips,raw_vs_canonical_top1_flips,raw_vs_canonical_ndcg_changed,source_vs_canonical_shared_queries,source_vs_canonical_hit_flips,source_vs_canonical_top1_flips,source_vs_canonical_ndcg_changed
20260315T210604Z_locomo10_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210604Z_locomo10_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210604Z_locomo10_full\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210604Z_locomo10_full\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210604Z_locomo10_full\trace.jsonl,memoryos,LoCoMo,LoCoMo (MemoryOS),memoryos / qwen2.5:7b + mxbai-embed-large,True,False,True,False,False,transfer_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\locomo10.paperlite.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\locomo10.paperlite.fixture.json,1977,1977,0,60,60,,True,True,False,False,,,,,,,,,,1977,0,0.2862923621648963,0.8219524532119373,0.7704566674589974,0.36391432021170567,0.4339403952047801,0.7065953654188948,1977,0,0.2862923621648963,0.9964592817400101,0.9937483440518342,0.48075205070848,0.5794368817629286,0.9907308377896613,1977,0,0.0,0.9929185634800203,0.9896849483344171,0.2646605987733539,0.4091107653245528,0.9868092691622103,1977,345,0,1236,1977,352,566,1970,1977,7,566,925
20260315T205938Z_smoke2,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T205938Z_smoke2,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T205938Z_smoke2\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T205938Z_smoke2\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T205938Z_smoke2\trace.jsonl,memoryos,LoCoMo,LoCoMo,memoryos / transformed,False,False,False,True,True,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\locomo10.paperlite.mini1.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\locomo10.paperlite.mini1.fixture.json,4,4,0,60,60,,True,True,False,False,,,,,,,,,,4,0,0.5,0.5,0.5,0.5,0.44943072238625664,0.6,4,0,0.5,0.5,0.5,0.5,0.44943072238625664,0.6,0,4,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0
20260315T210212Z_calib1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210212Z_calib1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210212Z_calib1\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210212Z_calib1\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210212Z_calib1\trace.jsonl,memoryos,LoCoMo,LoCoMo,memoryos / transformed,False,False,False,True,False,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\locomo10.paperlite.mini1.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\locomo10.paperlite.mini1.fixture.json,196,196,0,60,60,,True,True,False,False,,,,,,,,,,196,0,0.29591836734693877,0.8877551020408163,0.8405612244897959,0.37724542356057233,0.4692877411448826,0.7871485943775101,196,0,0.29591836734693877,0.8877551020408163,0.8405612244897959,0.37724542356057233,0.4692877411448826,0.7871485943775101,0,196,,,,,,,196,0,0,0,0,0,0,0,0,0,0,0
20260315T210434Z_calib2,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210434Z_calib2,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210434Z_calib2\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210434Z_calib2\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity_memoryos\20260315T210434Z_calib2\trace.jsonl,memoryos,LoCoMo,LoCoMo,memoryos / transformed,False,False,False,True,False,mini,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\locomo10.paperlite.mini1.eval.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\data\locomo10.paperlite.mini1.fixture.json,196,196,0,60,60,,True,True,False,False,,,,,,,,,,196,0,0.29591836734693877,0.8877551020408163,0.8405612244897959,0.37724542356057233,0.4692877411448826,0.7871485943775101,196,0,0.29591836734693877,1.0,1.0,0.47765169983244726,0.5877196761233888,1.0,196,0,0.0,1.0,1.0,0.26120589053137083,0.4161415377850067,1.0,196,22,0,110,196,22,58,196,196,0,58,100
20260313T065540Z_lexical_full_facts1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T065540Z_lexical_full_facts1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T065540Z_lexical_full_facts1\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T065540Z_lexical_full_facts1\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T065540Z_lexical_full_facts1\trace.jsonl,native,LoCoMo,LoCoMo,lexical / all-minilm,False,False,True,False,False,native_full_primary,research/data/locomo10.paperlite.eval.json,research/data/locomo10.paperlite.fixture.json,1533,1533,0,60,60,1,True,True,True,True,0.2713009046703285,0.18024934077638982,0.6976555018677855,0.127643078160777,0.10204791608763719,0.09251018385043519,0.08314517281086946,0.0091324200913242,0.11996212672678931,1533,0,0.001304631441617743,0.7286366601435095,0.6572524312427558,0.05846303993589389,0.176480832098281,0.5607158074137196,1533,0,0.10828440965427266,0.7742987606001305,0.6976555018677855,0.18024934077638982,0.2713009046703286,0.6071580741371965,453,1080,0.3620309050772627,0.8300220750551877,0.8069168506254599,0.480641166944539,0.5471971787406199,0.780718336483932,1533,70,164,375,453,95,164,401,453,25,0,153
20260313T022136Z_lexical_smoke_skipaudit,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T022136Z_lexical_smoke_skipaudit,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T022136Z_lexical_smoke_skipaudit\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T022136Z_lexical_smoke_skipaudit\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T022136Z_lexical_smoke_skipaudit\trace.jsonl,native,LoCoMo,LoCoMo,lexical / all-minilm,False,False,False,True,True,mini,research/data/locomo10.paperlite.mini2.eval.json,research/data/locomo10.paperlite.mini2.fixture.json,24,24,0,60,60,5,True,True,True,True,0.2187321436093332,0.12626009136627905,0.6805555555555557,0.1542884199134199,0.13396540022612816,0.1305091044221479,0.13131878770669328,0.0,0.15094773647405227,24,0,0.0,0.6666666666666666,0.6041666666666666,0.05687863376220484,0.1609486377545149,0.5161290322580645,24,0,0.041666666666666664,0.7916666666666666,0.6805555555555557,0.12626009136627905,0.2187321436093332,0.6451612903225806,15,9,0.06666666666666667,0.7333333333333333,0.6666666666666666,0.13518492243129923,0.2393211572767027,0.6666666666666666,24,3,1,7,15,5,1,13,15,2,0,8
20260313T022933Z_lexical_smoke_bigger,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T022933Z_lexical_smoke_bigger,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T022933Z_lexical_smoke_bigger\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T022933Z_lexical_smoke_bigger\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T022933Z_lexical_smoke_bigger\trace.jsonl,native,LoCoMo,LoCoMo,lexical / all-minilm,False,False,False,True,True,mini,research/data/locomo10.paperlite.mini4.eval.json,research/data/locomo10.paperlite.mini4.fixture.json,80,80,0,60,60,5,True,True,True,True,0.2911153720208127,0.20700537353881723,0.6637500000000001,0.1690673986377101,0.13311669134460993,0.11637373406197371,0.11762639539968785,0.0125,0.16941160995437313,80,0,0.0,0.6125,0.5883333333333333,0.06145119645440391,0.16512755752662583,0.5094339622641509,80,0,0.15,0.7,0.6637500000000001,0.20700537353881723,0.2911153720208127,0.5943396226415094,40,40,0.3,0.775,0.7625,0.37641139923588773,0.45483615289944923,0.7,80,7,12,28,40,9,12,33,40,2,0,10
20260313T023254Z_lexical_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T023254Z_lexical_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T023254Z_lexical_full\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T023254Z_lexical_full\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T023254Z_lexical_full\trace.jsonl,native,LoCoMo,LoCoMo,lexical / all-minilm,True,False,True,False,False,native_full_primary,research/data/locomo10.paperlite.eval.json,research/data/locomo10.paperlite.fixture.json,1533,1533,0,60,60,5,True,True,True,True,0.28978416795952355,0.20451309839346463,0.691789667226194,0.12902670501248967,0.10331677736875297,0.10079017051071522,0.09024351757648102,0.012393998695368558,0.12290617374914718,1533,0,0.01304631441617743,0.6581865622961514,0.5980398582714204,0.07332389164874097,0.1764301317686248,0.4737963357477631,1533,0,0.1258969341161122,0.776255707762557,0.691789667226194,0.20451309839346463,0.28978416795952355,0.5977844056242011,899,634,0.19243604004449388,0.7730812013348165,0.7163500076737008,0.27498519924744674,0.3556443255693346,0.681438127090301,1533,181,173,526,899,244,193,758,899,63,20,397
20260313T034928Z_wrapper_sanity,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T034928Z_wrapper_sanity,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T034928Z_wrapper_sanity\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T034928Z_wrapper_sanity\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T034928Z_wrapper_sanity\trace.jsonl,native,LoCoMo,LoCoMo,lexical / all-minilm,False,False,False,True,True,mini,research/data/locomo10.paperlite.mini1.eval.json,research/data/locomo10.paperlite.mini1.fixture.json,4,4,0,20,20,5,True,True,True,True,0.75,0.75,0.75,0.13194444444444445,0.07917038305238325,0.18840579710144928,0.0856760374832664,0.0,0.1527777777777778,4,0,0.25,0.75,0.75,0.356060606060606,0.44473573641278247,0.75,4,0,0.75,0.75,0.75,0.75,0.75,0.75,4,0,0.5,0.75,0.75,0.5277777777777778,0.5752574989159953,0.75,4,0,2,2,4,0,3,3,4,0,1,1
20260314T052424Z_locomo_ollama_mxbai_full_cachecheck,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T052424Z_locomo_ollama_mxbai_full_cachecheck,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T052424Z_locomo_ollama_mxbai_full_cachecheck\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T052424Z_locomo_ollama_mxbai_full_cachecheck\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T052424Z_locomo_ollama_mxbai_full_cachecheck\trace.jsonl,native,LoCoMo,LoCoMo,lexical / all-minilm,False,False,True,False,True,exploratory,C:/Users/sugam/Documents/research/papers/store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores/eval/data/locomo10.paperlite.eval.json,C:/Users/sugam/Documents/research/papers/store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores/eval/data/locomo10.paperlite.fixture.json,1533,44,1489,60,60,5,True,True,True,True,0.27881182607975086,0.1863555670919931,0.6515151515151515,0.21888389388389387,0.16926694101666842,0.1951231974417458,0.1833004810000956,0.022727272727272728,0.22638888888888892,44,0,0.022727272727272728,0.5,0.4678030303030303,0.07568035125443963,0.15511863715405919,0.32432432432432434,44,0,0.11363636363636363,0.75,0.6515151515151515,0.1863555670919931,0.27881182607975086,0.6081081081081081,38,6,0.10526315789473684,0.6842105263157895,0.6026315789473684,0.16965655405066368,0.25245931405422145,0.6206896551724138,44,11,4,19,38,16,5,31,38,5,1,17
20260313T072729Z_lexical_full_facts8,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T072729Z_lexical_full_facts8,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T072729Z_lexical_full_facts8\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T072729Z_lexical_full_facts8\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T072729Z_lexical_full_facts8\trace.jsonl,native,LoCoMo,LoCoMo,lexical / all-minilm,False,False,True,False,False,native_full_primary,research/data/locomo10.paperlite.eval.json,research/data/locomo10.paperlite.fixture.json,1533,1533,0,60,60,8,True,True,True,True,0.29559090512561764,0.2092086315315531,0.6989695877622788,0.1282983341438817,0.10255203254659731,0.09924661910875202,0.09096008234996322,0.012393998695368558,0.12116754240700892,1533,0,0.014350945857795172,0.6647097195042401,0.6016048625213561,0.0765089649482416,0.1800616310173592,0.4776310183212612,1533,0,0.12850619699934768,0.7834311806914547,0.6989695877622788,0.2092086315315531,0.2955909051256176,0.6067319982956967,942,591,0.18577494692144372,0.7653927813163482,0.7088803859504496,0.2661315678478557,0.3472388826037068,0.6764705882352942,1533,182,175,535,942,263,196,802,942,81,21,429
20260313T080007Z_ollama_full_warm_facts1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T080007Z_ollama_full_warm_facts1,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T080007Z_ollama_full_warm_facts1\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T080007Z_ollama_full_warm_facts1\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T080007Z_ollama_full_warm_facts1\trace.jsonl,native,LoCoMo,LoCoMo,ollama / all-minilm,False,False,True,False,False,native_full_primary,research/data/locomo10.paperlite.eval.json,research/data/locomo10.paperlite.fixture.json,1533,1533,0,60,60,1,True,True,True,True,0.289774147713299,0.1930113361661295,0.736602009224743,0.12935526600895525,0.10383397564345877,0.09698346426190758,0.08514460126056014,0.010437051532941943,0.12184145865562057,1533,0,0.001304631441617743,0.7579908675799086,0.6865303607624258,0.06187111547046627,0.18605135525566646,0.5841499786962079,1533,0,0.1141552511415525,0.8127853881278538,0.736602009224743,0.1930113361661295,0.289774147713299,0.6467831273966766,453,1080,0.3818984547461369,0.9139072847682119,0.8960264900662253,0.5184491847349514,0.5960392361914799,0.8752362948960303,1533,84,173,412,453,95,173,425,453,11,0,164
20260313T053200Z_ollama_full_warm,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T053200Z_ollama_full_warm,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T053200Z_ollama_full_warm\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T053200Z_ollama_full_warm\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T053200Z_ollama_full_warm\trace.jsonl,native,LoCoMo,LoCoMo,ollama / all-minilm,True,False,True,False,False,native_full_primary,research/data/locomo10.paperlite.eval.json,research/data/locomo10.paperlite.fixture.json,1533,1533,0,60,60,5,True,True,True,True,0.31996713213474565,0.22865210327688704,0.7407988131711727,0.1308866911971065,0.10500418784916542,0.10375712518694402,0.09108637662559729,0.0136986301369863,0.12499381362091917,1533,0,0.01304631441617743,0.7123287671232876,0.6499971088768326,0.0848805097636786,0.19797959771765886,0.5274818917767362,1533,0,0.14220482713633398,0.8180039138943248,0.7407988131711727,0.22865210327688704,0.31996713213474565,0.6501917341286749,899,634,0.22024471635150167,0.8120133481646273,0.7621416279925733,0.30337869263298073,0.3874720787036303,0.7290969899665551,1533,162,198,541,899,226,217,794,899,64,19,425
20260313T085204Z_ollama_full_warm_facts8,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T085204Z_ollama_full_warm_facts8,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T085204Z_ollama_full_warm_facts8\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T085204Z_ollama_full_warm_facts8\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T085204Z_ollama_full_warm_facts8\trace.jsonl,native,LoCoMo,LoCoMo,ollama / all-minilm,False,False,True,False,False,native_full_primary,research/data/locomo10.paperlite.eval.json,research/data/locomo10.paperlite.fixture.json,1533,1533,0,60,60,8,True,True,True,True,0.32570891854477596,0.23416648944943352,0.7444663724804047,0.13017053351390984,0.10442436771884812,0.10637630945920386,0.09165297435075838,0.0136986301369863,0.12395849621242713,1533,0,0.014350945857795172,0.7110241356816699,0.6503558825232775,0.08846046444335082,0.20129019771841664,0.5274818917767362,1533,0,0.14677103718199608,0.8199608610567515,0.7444663724804047,0.23416648944943352,0.32570891854477596,0.6531742650191734,942,591,0.21549893842887474,0.807855626326964,0.7590110408581747,0.29484683413254564,0.3798629876510584,0.7225755166931638,1533,167,203,552,942,241,224,835,942,74,21,451
20260314T044224Z_locomo_ollama_bge_m3_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T044224Z_locomo_ollama_bge_m3_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T044224Z_locomo_ollama_bge_m3_full\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T044224Z_locomo_ollama_bge_m3_full\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T044224Z_locomo_ollama_bge_m3_full\trace.jsonl,native,LoCoMo,LoCoMo,ollama / bge-m3,True,False,True,False,False,native_full_primary,C:/Users/sugam/Documents/research/papers/store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores/eval/data/locomo10.paperlite.eval.json,C:/Users/sugam/Documents/research/papers/store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores/eval/data/locomo10.paperlite.fixture.json,1533,1510,23,60,60,5,True,True,True,True,0.3393537134682057,0.24308116071377162,0.7629861347244943,0.13103671086540944,0.10517925572099952,0.1049739308529402,0.095215337066755,0.012582781456953643,0.12479049583850188,1510,0,0.03377483443708609,0.747682119205298,0.6801244828021941,0.12465913185831698,0.23976290097033548,0.5675324675324676,1510,0,0.14437086092715232,0.8364238410596027,0.7629861347244943,0.24308116071377162,0.3393537134682057,0.6757575757575758,963,547,0.17341640706126688,0.7538940809968847,0.7042674182861096,0.24251695792106248,0.3230902565548398,0.671264367816092,1510,134,167,473,963,259,214,851,963,125,47,532
20260313T025001Z_ollama_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T025001Z_ollama_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T025001Z_ollama_full\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T025001Z_ollama_full\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260313T025001Z_ollama_full\trace.jsonl,native,LoCoMo,LoCoMo,ollama / mxbai-embed-large,False,False,True,False,False,native_full_primary,research/data/locomo10.paperlite.eval.json,research/data/locomo10.paperlite.fixture.json,1422,1422,0,60,60,5,True,True,True,True,0.31718781537758906,0.22470000398014317,0.7457416178561234,0.1299934444625431,0.10387228543046295,0.09931516197671955,0.08616789804687709,0.012658227848101266,0.12446768763913978,1422,0,0.011954992967651195,0.7187060478199718,0.6557634092181326,0.08285449154916737,0.19728749337004445,0.534372135655362,1422,0,0.13572433192686356,0.8227848101265823,0.7457416178561234,0.22470000398014317,0.31718781537758906,0.653070577451879,840,582,0.20952380952380953,0.8166666666666667,0.768708718530147,0.297046821729693,0.3837349238756917,0.7356115107913669,1422,148,176,509,840,206,192,744,840,58,16,397
20260314T052424Z_locomo_ollama_mxbai_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T052424Z_locomo_ollama_mxbai_full,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T052424Z_locomo_ollama_mxbai_full\result.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T052424Z_locomo_ollama_mxbai_full\target_rescore.json,C:\Users\sugam\Documents\research\papers\store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores\eval\results\target_sensitivity\20260314T052424Z_locomo_ollama_mxbai_full\trace.jsonl,native,LoCoMo,LoCoMo,ollama / mxbai-embed-large,True,False,True,False,False,native_full_primary,C:/Users/sugam/Documents/research/papers/store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores/eval/data/locomo10.paperlite.eval.json,C:/Users/sugam/Documents/research/papers/store-aware-retrieval-evaluation-for-transformed-conversational-memory-stores/eval/data/locomo10.paperlite.fixture.json,1533,1533,0,60,60,5,True,True,True,True,0.31799552139595766,0.2260817582958169,0.7404545354296349,0.13134179405720334,0.1052456397124757,0.10392100673110928,0.09077558881225926,0.0136986301369863,0.1257365266097351,1533,0,0.012393998695368558,0.7123287671232876,0.6498702697088976,0.08413090116345065,0.19734362969414526,0.5266297400937366,1533,0,0.13633398564905413,0.8180039138943248,0.7404545354296349,0.2260817582958169,0.31799552139595766,0.6489135066041756,899,634,0.21134593993325917,0.8120133481646273,0.7628831926940935,0.29934919298112056,0.3845484418311774,0.7290969899665551,1533,162,190,541,899,226,208,794,899,64,18,425
