run_id,dataset,system_label,parser_max_facts,query_index,category,category_label,qa_f1_generated,qa_positive,qa_strong,raw_eligible,raw_hit_at_k,raw_top1,raw_mrr,raw_ndcg,source_eligible,source_hit_at_k,source_top1,source_mrr,source_ndcg,canonical_eligible,canonical_hit_at_k,canonical_top1,canonical_mrr,canonical_ndcg
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,28,3,Open-domain,0.08,True,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,29,2,Temporal,0.2222222222222222,True,False,True,1.0,0.0,0.14285714285714285,0.3333333333333333,True,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,30,2,Temporal,0.2222222222222222,True,False,True,1.0,0.0,0.023255813953488372,0.18316925091363362,True,1.0,0.0,0.023255813953488372,0.18316925091363362,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,31,2,Temporal,0.2222222222222222,True,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,32,1,Multi-hop,0.0,False,False,True,1.0,0.0,0.023255813953488372,0.14258910501709143,True,1.0,0.0,0.3333333333333333,0.36178019954717006,True,1.0,0.0,0.3333333333333333,0.456580389491067
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,33,2,Temporal,0.4444444444444444,True,False,True,1.0,0.0,0.02702702702702703,0.1905514124267734,True,1.0,0.0,0.02702702702702703,0.1905514124267734,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,34,1,Multi-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,35,2,Temporal,0.6666666666666666,True,True,True,1.0,0.0,0.02127659574468085,0.17905223175104137,True,1.0,0.0,0.02127659574468085,0.17905223175104137,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,36,2,Temporal,0.6666666666666666,True,True,True,1.0,0.0,0.03571428571428571,0.20584683246043448,True,1.0,0.0,0.03571428571428571,0.20584683246043448,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,37,1,Multi-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,38,1,Multi-hop,0.0,False,False,True,1.0,0.0,0.05555555555555555,0.3433862021298041,True,1.0,0.0,0.16666666666666666,0.39939056661879546,True,1.0,0.0,0.16666666666666666,0.3562071871080222
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,39,1,Multi-hop,0.0,False,False,True,1.0,0.0,0.02127659574468085,0.2140152555765256,True,1.0,0.0,0.5,0.49108268955452594,True,1.0,0.0,0.5,0.6309297535714575
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,40,2,Temporal,0.2222222222222222,True,False,True,1.0,0.0,0.034482758620689655,0.2037950470905062,True,1.0,0.0,0.034482758620689655,0.2037950470905062,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,41,3,Open-domain,0.1,True,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,42,1,Multi-hop,0.28571428571428575,True,False,True,1.0,0.0,0.05,0.1990829966209628,True,1.0,0.0,0.05,0.1990829966209628,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,43,2,Temporal,0.0,False,False,True,1.0,0.0,0.25,0.43067655807339306,True,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,44,2,Temporal,0.2222222222222222,True,False,True,1.0,0.0,0.1,0.2890648263178879,True,1.0,0.0,0.5,0.6309297535714575,True,1.0,0.0,0.5,0.6309297535714575
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,45,1,Multi-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,46,1,Multi-hop,0.0,False,False,True,1.0,0.0,0.02702702702702703,0.1725703214505329,True,1.0,0.0,0.02702702702702703,0.1725703214505329,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,47,2,Temporal,0.0,False,False,True,1.0,0.0,0.045454545454545456,0.22106472945750374,True,1.0,0.0,0.045454545454545456,0.22106472945750374,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,48,3,Open-domain,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,49,1,Multi-hop,0.0,False,False,True,1.0,0.0,0.04,0.17896373712164979,True,1.0,0.0,0.04,0.17896373712164979,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,50,1,Multi-hop,0.0,False,False,True,1.0,0.0,0.029411764705882353,0.11953857697847461,True,1.0,0.0,0.029411764705882353,0.11953857697847461,True,0.0,0.0,0.0,0.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,51,2,Temporal,0.3333333333333333,True,False,True,1.0,0.0,0.08333333333333333,0.27023815442731974,True,1.0,0.0,0.08333333333333333,0.27023815442731974,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,52,2,Temporal,0.2222222222222222,True,False,True,1.0,0.0,0.034482758620689655,0.2037950470905062,True,1.0,0.0,0.034482758620689655,0.2037950470905062,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,53,1,Multi-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,54,1,Multi-hop,0.22222222222222224,True,False,True,1.0,0.0,0.1,0.17723928678404774,True,1.0,0.0,0.1,0.17723928678404774,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,55,2,Temporal,0.2222222222222222,True,False,True,1.0,0.0,0.017241379310344827,0.16999161628691403,True,1.0,0.0,0.017241379310344827,0.16999161628691403,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,56,2,Temporal,0.3333333333333333,True,False,True,1.0,0.0,0.05263157894736842,0.23137821315975915,True,1.0,0.0,0.05263157894736842,0.23137821315975915,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,57,3,Open-domain,0.1,True,False,True,1.0,0.0,0.030303030303030304,0.12052121300895162,True,1.0,0.0,0.030303030303030304,0.12052121300895162,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,58,1,Multi-hop,0.0,False,False,True,1.0,0.0,0.058823529411764705,0.2517090299768482,True,1.0,1.0,1.0,0.7178158820758964,True,1.0,1.0,1.0,1.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,59,1,Multi-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,60,2,Temporal,0.3333333333333333,True,False,True,1.0,0.0,0.03571428571428571,0.20584683246043448,True,1.0,0.0,0.03571428571428571,0.20584683246043448,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,61,2,Temporal,0.4,True,False,True,1.0,0.0,0.2,0.38685280723454163,True,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,62,3,Open-domain,0.0,False,False,True,1.0,0.0,0.02127659574468085,0.17905223175104137,True,1.0,0.0,0.25,0.43067655807339306,True,1.0,0.0,0.25,0.43067655807339306
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,63,1,Multi-hop,0.1,True,False,True,1.0,0.0,0.043478260869565216,0.26576409564732195,True,1.0,0.0,0.043478260869565216,0.26576409564732195,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,64,1,Multi-hop,0.0,False,False,True,1.0,0.0,0.03225806451612903,0.12262943855309168,True,1.0,0.0,0.03225806451612903,0.12262943855309168,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,65,2,Temporal,0.3333333333333333,True,False,True,1.0,0.0,0.05263157894736842,0.23137821315975915,True,1.0,0.0,0.05263157894736842,0.23137821315975915,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,66,2,Temporal,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,67,3,Open-domain,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,68,1,Multi-hop,0.0,False,False,True,1.0,0.0,0.022222222222222223,0.11100575998665047,True,1.0,0.0,0.022222222222222223,0.11100575998665047,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,69,1,Multi-hop,0.0,False,False,True,1.0,0.0,0.07692307692307693,0.16104282508920814,True,1.0,0.0,0.07692307692307693,0.16104282508920814,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,70,2,Temporal,0.0,False,False,True,1.0,0.0,0.045454545454545456,0.22106472945750374,True,1.0,0.0,0.045454545454545456,0.22106472945750374,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,71,2,Temporal,0.4,True,False,True,1.0,0.0,0.1111111111111111,0.3010299956639812,True,1.0,0.0,0.1111111111111111,0.3010299956639812,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,72,2,Temporal,1.0,True,True,True,1.0,0.0,0.08333333333333333,0.27023815442731974,True,1.0,0.0,0.08333333333333333,0.27023815442731974,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,73,1,Multi-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,1.0,0.0,0.03571428571428571,0.12621440746277704,True,1.0,0.0,0.03571428571428571,0.20584683246043448
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,74,1,Multi-hop,0.3333333333333333,True,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,75,3,Open-domain,0.0,False,False,True,1.0,0.0,0.04,0.1304446455081745,True,1.0,0.0,0.04,0.1304446455081745,True,0.0,0.0,0.0,0.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,76,1,Multi-hop,0.0,False,False,True,1.0,0.0,0.1,0.17723928678404774,True,1.0,0.0,0.1,0.17723928678404774,True,0.0,0.0,0.0,0.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,77,2,Temporal,0.2222222222222222,True,False,True,1.0,0.0,0.030303030303030304,0.1965616322328226,True,1.0,0.0,0.030303030303030304,0.1965616322328226,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,78,2,Temporal,0.3333333333333333,True,False,True,1.0,0.0,0.02702702702702703,0.1905514124267734,True,1.0,0.0,0.02702702702702703,0.1905514124267734,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,79,3,Open-domain,0.0,False,False,True,1.0,0.0,0.03333333333333333,0.2367593815032376,True,1.0,0.0,0.03333333333333333,0.2367593815032376,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,80,4,Single-hop,0.0,False,False,True,1.0,0.0,0.02040816326530612,0.17718382013555792,True,1.0,0.0,0.02040816326530612,0.17718382013555792,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,81,4,Single-hop,0.0,False,False,True,1.0,0.0,0.034482758620689655,0.2037950470905062,True,1.0,0.0,0.034482758620689655,0.2037950470905062,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,82,4,Single-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,83,4,Single-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,84,4,Single-hop,0.0,False,False,True,1.0,0.0,0.07692307692307693,0.26264953503719357,True,1.0,0.0,0.07692307692307693,0.26264953503719357,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,85,4,Single-hop,0.10526315789473685,True,False,True,1.0,0.0,0.034482758620689655,0.2037950470905062,True,1.0,0.0,0.034482758620689655,0.2037950470905062,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,86,4,Single-hop,0.125,True,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,87,4,Single-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,88,4,Single-hop,0.08333333333333333,True,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,89,4,Single-hop,0.0,False,False,True,1.0,0.0,0.058823529411764705,0.23981246656813146,True,1.0,0.0,0.058823529411764705,0.23981246656813146,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,90,4,Single-hop,0.0,False,False,True,1.0,0.0,0.125,0.31546487678572877,True,1.0,0.0,0.125,0.31546487678572877,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,91,4,Single-hop,0.14285714285714288,True,False,True,1.0,0.0,0.14285714285714285,0.3333333333333333,True,1.0,0.0,0.14285714285714285,0.3333333333333333,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,92,4,Single-hop,0.0,False,False,True,1.0,0.0,0.14285714285714285,0.3333333333333333,True,1.0,0.0,0.14285714285714285,0.3333333333333333,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,93,4,Single-hop,0.0,False,False,True,1.0,0.0,0.02040816326530612,0.17718382013555792,True,1.0,0.0,0.02040816326530612,0.17718382013555792,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,94,4,Single-hop,0.23076923076923078,True,False,True,1.0,0.0,0.16666666666666666,0.3562071871080222,True,1.0,0.0,0.3333333333333333,0.5,True,1.0,0.0,0.3333333333333333,0.5
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,95,4,Single-hop,0.0,False,False,True,1.0,0.0,0.02,0.17629143438888212,True,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,96,4,Single-hop,0.16666666666666666,True,False,True,1.0,0.0,0.1,0.2890648263178879,True,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,97,4,Single-hop,0.14814814814814817,True,False,True,1.0,0.0,0.038461538461538464,0.2103099178571525,True,1.0,0.0,0.038461538461538464,0.2103099178571525,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,98,4,Single-hop,0.2105263157894737,True,False,True,1.0,0.0,0.1,0.2890648263178879,True,1.0,0.0,0.1,0.2890648263178879,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,99,4,Single-hop,0.0,False,False,True,1.0,0.0,0.03225806451612903,0.2,True,1.0,0.0,0.03225806451612903,0.2,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,100,4,Single-hop,0.7499999999999999,True,True,True,1.0,0.0,0.08333333333333333,0.27023815442731974,True,1.0,0.0,0.08333333333333333,0.27023815442731974,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,101,4,Single-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,102,4,Single-hop,0.0,False,False,True,1.0,0.0,0.09090909090909091,0.27894294565112987,True,1.0,0.0,0.09090909090909091,0.27894294565112987,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,103,4,Single-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,104,4,Single-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,105,4,Single-hop,0.0,False,False,True,1.0,0.0,0.14285714285714285,0.3333333333333333,True,1.0,0.0,0.14285714285714285,0.3333333333333333,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,106,4,Single-hop,0.0,False,False,True,1.0,0.0,0.1,0.2890648263178879,True,1.0,0.0,0.1,0.2890648263178879,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,107,4,Single-hop,0.0,False,False,True,1.0,0.0,0.06666666666666667,0.25,True,1.0,0.0,0.06666666666666667,0.25,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,108,4,Single-hop,0.09090909090909091,True,False,True,1.0,0.0,0.029411764705882353,0.1949590218937863,True,1.0,0.0,0.029411764705882353,0.1949590218937863,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,109,4,Single-hop,0.0,False,False,True,1.0,0.0,0.03571428571428571,0.20584683246043448,True,1.0,0.0,0.03571428571428571,0.20584683246043448,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,110,4,Single-hop,0.0,False,False,True,1.0,0.0,0.038461538461538464,0.2103099178571525,True,1.0,0.0,0.038461538461538464,0.2103099178571525,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,111,4,Single-hop,0.1904761904761905,True,False,True,1.0,0.0,0.037037037037037035,0.20801459767650948,True,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,112,4,Single-hop,0.0,False,False,True,1.0,0.0,0.1111111111111111,0.3010299956639812,True,1.0,0.0,0.1111111111111111,0.3010299956639812,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,113,4,Single-hop,0.09090909090909091,True,False,True,1.0,0.0,0.125,0.31546487678572877,True,1.0,0.0,0.125,0.31546487678572877,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,114,4,Single-hop,0.0,False,False,True,0.0,0.0,0.0,0.0,True,1.0,0.0,0.07142857142857142,0.2559580248098155,True,1.0,0.0,0.07142857142857142,0.2559580248098155
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,115,4,Single-hop,0.0,False,False,True,1.0,0.0,0.125,0.31546487678572877,True,1.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,116,4,Single-hop,0.0,False,False,True,1.0,0.0,0.03125,0.19823986317056053,True,1.0,0.0,0.03125,0.19823986317056053,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,117,4,Single-hop,0.10526315789473682,True,False,True,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,False,,,,
20260313T065540Z_lexical_full_facts1,LoCoMo,lexical / all-minilm,1,118,4,Single-hop,0.0,False,False,True,1.0,0.0,0.05555555555555555,0.23540891336663824,True,1.0,0.0,0.5,0.6309297535714575,True,1.0,0.0,0.5,0.6309297535714575
