run_label,query_index,tenant_id,query,reference_answer,audit_target,raw_ndcg,target_ndcg,credited_rank,credited_memory_id,credited_kind,credited_content,raw_support_content,judge_model,judge_semantic_label,judge_serving_label,judge_notes,judge_raw_response
locomo_allminilm,19,locomo_conv-26,Where has Melanie camped?,"beach, mountains, forest",source_family,0.0,0.2893079283427616,8,mem_c77b242b9ae33da0,observation,"On 6 Jul 2023, Melanie said that glad you have support, Caroline! Unconditional love is so important. Here's a pic of my family camping at the beach. We love it, it brings us closer!",,anthropic/claude-sonnet-4,partial,either_ok,Shows beach camping but missing mountains and forest locations.,"{""semantic_support_label"":""partial"",""serving_semantics_label"":""either_ok"",""notes"":""Shows beach camping but missing mountains and forest locations.""}"
locomo_allminilm,19,locomo_conv-26,Where has Melanie camped?,"beach, mountains, forest",canonical,0.0,0.37800210039683896,8,mem_c77b242b9ae33da0,observation,"On 6 Jul 2023, Melanie said that glad you have support, Caroline! Unconditional love is so important. Here's a pic of my family camping at the beach. We love it, it brings us closer!",,anthropic/claude-sonnet-4,partial,either_ok,Shows beach camping but missing mountains and forest locations.,"{""semantic_support_label"":""partial"",""serving_semantics_label"":""either_ok"",""notes"":""Shows beach camping but missing mountains and forest locations.""}"
locomo_allminilm,20,locomo_conv-26,What do Melanie's kids like?,"dinosaurs, nature",source_family,0.0,0.2535842768835332,24,mem_bd82fcd23ba7c090,observation,"Melanie said that it was an awesome time, Caroline! We explored nature, roasted marshmallows around the campfire and even went on a hike. The view from the top was amazing! The 2 younger kids love nature. It was so special having these moments together as a family - I'll never forget it!",,anthropic/claude-sonnet-4,partial,either_ok,States kids love nature but missing dinosaurs from reference answer.,"{
  ""semantic_support_label"": ""partial"",
  ""serving_semantics_label"": ""either_ok"",
  ""notes"": ""States kids love nature but missing dinosaurs from reference answer.""
}"
locomo_allminilm,20,locomo_conv-26,What do Melanie's kids like?,"dinosaurs, nature",canonical,0.0,0.2535842768835332,24,mem_bd82fcd23ba7c090,observation,"Melanie said that it was an awesome time, Caroline! We explored nature, roasted marshmallows around the campfire and even went on a hike. The view from the top was amazing! The 2 younger kids love nature. It was so special having these moments together as a family - I'll never forget it!",,anthropic/claude-sonnet-4,partial,either_ok,States kids love nature but misses dinosaurs from reference answer.,"{""semantic_support_label"":""partial"",""serving_semantics_label"":""either_ok"",""notes"":""States kids love nature but misses dinosaurs from reference answer.""}"
locomo_allminilm,25,locomo_conv-26,What does Melanie do to destress?,"Running, pottery",source_family,0.0,0.17723928678404774,10,mem_0f2dd95f21bcc174,observation,"On 3 Jul 2023, Melanie said that it's like therapy for me, letting me express myself and get creative",,anthropic/claude-sonnet-4,partial,either_ok,Mentions therapy-like activity but doesn't specify what activity Melanie does.,"{""semantic_support_label"":""partial"",""serving_semantics_label"":""either_ok"",""notes"":""Mentions therapy-like activity but doesn't specify what activity Melanie does.""}"
locomo_allminilm,25,locomo_conv-26,What does Melanie do to destress?,"Running, pottery",canonical,0.0,0.17723928678404774,10,mem_0f2dd95f21bcc174,observation,"On 3 Jul 2023, Melanie said that it's like therapy for me, letting me express myself and get creative",,anthropic/claude-sonnet-4,partial,either_ok,Mentions therapy-like activity but doesn't specify what activity Melanie does.,"{""semantic_support_label"":""partial"",""serving_semantics_label"":""either_ok"",""notes"":""Mentions therapy-like activity but doesn't specify what activity Melanie does.""}"
locomo_allminilm,28,locomo_conv-26,Would Caroline pursue writing as a career option?,"LIkely no; though she likes reading, she wants to be a counselor",source_family,0.0,0.3109693211450743,10,mem_81ab988e19a9a4d2,observation,"On 12 Jul 2023, Caroline said that books guide me, motivate me and help me discover who I am",,anthropic/claude-sonnet-4,does_not_support,either_ok,Item shows Caroline likes books but doesn't address career intentions.,"```json
{""semantic_support_label"": ""does_not_support"", ""serving_semantics_label"": ""either_ok"", ""notes"": ""Item shows Caroline likes books but doesn't address career intentions.""}
```"
locomo_allminilm,28,locomo_conv-26,Would Caroline pursue writing as a career option?,"LIkely no; though she likes reading, she wants to be a counselor",canonical,0.0,0.3109693211450743,10,mem_81ab988e19a9a4d2,observation,"On 12 Jul 2023, Caroline said that books guide me, motivate me and help me discover who I am",,anthropic/claude-sonnet-4,does_not_support,either_ok,Item shows Caroline likes books but doesn't address career intentions.,"```json
{""semantic_support_label"": ""does_not_support"", ""serving_semantics_label"": ""either_ok"", ""notes"": ""Item shows Caroline likes books but doesn't address career intentions.""}
```"
locomo_allminilm,32,locomo_conv-26,What LGBTQ+ events has Caroline participated in?,"Pride parade, school speech, support group",source_family,0.0,0.42288145666425175,2,mem_d38f0e186d8227c3,event,"On 8 May 2023, Caroline went to a LGBTQ support group yesterday and it was so powerful.",,anthropic/claude-sonnet-4,partial,either_ok,Mentions one LGBTQ+ event (support group) but missing Pride parade and school speech.,"{""semantic_support_label"":""partial"",""serving_semantics_label"":""either_ok"",""notes"":""Mentions one LGBTQ+ event (support group) but missing Pride parade and school speech.""}"
locomo_allminilm,32,locomo_conv-26,What LGBTQ+ events has Caroline participated in?,"Pride parade, school speech, support group",canonical,0.0,0.42288145666425175,2,mem_d38f0e186d8227c3,event,"On 8 May 2023, Caroline went to a LGBTQ support group yesterday and it was so powerful.",,anthropic/claude-sonnet-4,partial,either_ok,Mentions one LGBTQ+ event (support group) but missing other referenced events.,"{""semantic_support_label"":""partial"",""serving_semantics_label"":""either_ok"",""notes"":""Mentions one LGBTQ+ event (support group) but missing other referenced events.""}"
locomo_allminilm,37,locomo_conv-26,What activities has Melanie done with her family?,"Pottery, painting, camping, museum, swimming, hiking",source_family,0.0,0.05510023815113505,44,mem_488fc8e54fad77ac,observation,"On 8 May 2023, Melanie is off to go swimming with the kids",,anthropic/claude-sonnet-4,partial,either_ok,Mentions one activity (swimming) but query asks for multiple family activities.,"{""semantic_support_label"":""partial"",""serving_semantics_label"":""either_ok"",""notes"":""Mentions one activity (swimming) but query asks for multiple family activities.""}"
locomo_allminilm,37,locomo_conv-26,What activities has Melanie done with her family?,"Pottery, painting, camping, museum, swimming, hiking",canonical,0.0,0.06175696970122604,44,mem_488fc8e54fad77ac,observation,"On 8 May 2023, Melanie is off to go swimming with the kids",,anthropic/claude-sonnet-4,partial,either_ok,"Only mentions swimming, missing pottery, painting, camping, museum, hiking activities.","{""semantic_support_label"":""partial"",""serving_semantics_label"":""either_ok"",""notes"":""Only mentions swimming, missing pottery, painting, camping, museum, hiking activities.""}"
locomo_allminilm,39,locomo_conv-26,How many times has Melanie gone to the beach in 2023?,2,source_family,0.0,0.5478956323237497,2,mem_9669519ad7747c6c,event,"On 20 Jul 2023, Melanie said that wow, fantastic, Caroline! Bet the atmosphere was incredible. Oh yeah, we went to the beach recently. It was awesome! The kids had such a blast.",,anthropic/claude-sonnet-4,partial,raw_required,Shows one beach trip but lacks total count for 2023.,"{
  ""semantic_support_label"": ""partial"",
  ""serving_semantics_label"": ""raw_required"",
  ""notes"": ""Shows one beach trip but lacks total count for 2023.""
}"
locomo_allminilm,39,locomo_conv-26,How many times has Melanie gone to the beach in 2023?,2,canonical,0.0,0.5478956323237497,2,mem_9669519ad7747c6c,event,"On 20 Jul 2023, Melanie said that wow, fantastic, Caroline! Bet the atmosphere was incredible. Oh yeah, we went to the beach recently. It was awesome! The kids had such a blast.",,anthropic/claude-sonnet-4,partial,either_ok,Shows one beach trip but doesn't provide total count for 2023.,"```json
{""semantic_support_label"": ""partial"", ""serving_semantics_label"": ""either_ok"", ""notes"": ""Shows one beach trip but doesn't provide total count for 2023.""}
```"
locomo_allminilm,41,locomo_conv-26,Would Melanie be more interested in going to a national park or a theme park?,National park; she likes the outdoors,source_family,0.0,0.233015141102484,31,mem_2fb8417d3fe0d98c,observation,"Melanie said that we always look forward to our family camping trip. We roast marshmallows, tell stories around the campfire and just enjoy each other's company. It's the highlight of our summer!",,anthropic/claude-sonnet-4,supports,either_ok,"Shows Melanie enjoys outdoor camping activities, clearly indicating preference for nature over theme parks.","{""semantic_support_label"":""supports"",""serving_semantics_label"":""either_ok"",""notes"":""Shows Melanie enjoys outdoor camping activities, clearly indicating preference for nature over theme parks.""}"
locomo_allminilm,41,locomo_conv-26,Would Melanie be more interested in going to a national park or a theme park?,National park; she likes the outdoors,canonical,0.0,0.233015141102484,31,mem_2fb8417d3fe0d98c,observation,"Melanie said that we always look forward to our family camping trip. We roast marshmallows, tell stories around the campfire and just enjoy each other's company. It's the highlight of our summer!",,anthropic/claude-sonnet-4,supports,either_ok,"Shows Melanie enjoys outdoor camping activities, clearly indicating preference for nature over theme parks.","{""semantic_support_label"":""supports"",""serving_semantics_label"":""either_ok"",""notes"":""Shows Melanie enjoys outdoor camping activities, clearly indicating preference for nature over theme parks.""}"
locomo_allminilm,62,locomo_conv-26,"Would Melanie likely enjoy the song ""The Four Seasons"" by Vivaldi?",Yes; it's classical music,source_family,0.0,0.6309297535714575,2,mem_ba79d5f4d67f3d34,observation,"On 28 Aug 2023, Melanie is a fan of both classical like Bach and Mozart, as well as modern music like Ed Sheeran's ""Perfect"".",,anthropic/claude-sonnet-4,supports,either_ok,"Item confirms Melanie likes classical music including Bach/Mozart, supporting Vivaldi enjoyment.","{""semantic_support_label"":""supports"",""serving_semantics_label"":""either_ok"",""notes"":""Item confirms Melanie likes classical music including Bach/Mozart, supporting Vivaldi enjoyment.""}"
locomo_allminilm,62,locomo_conv-26,"Would Melanie likely enjoy the song ""The Four Seasons"" by Vivaldi?",Yes; it's classical music,canonical,0.0,0.6309297535714575,2,mem_ba79d5f4d67f3d34,observation,"On 28 Aug 2023, Melanie is a fan of both classical like Bach and Mozart, as well as modern music like Ed Sheeran's ""Perfect"".",,anthropic/claude-sonnet-4,supports,either_ok,"Item states Melanie likes classical music including Bach/Mozart, supports Vivaldi prediction.","{""semantic_support_label"":""supports"",""serving_semantics_label"":""either_ok"",""notes"":""Item states Melanie likes classical music including Bach/Mozart, supports Vivaldi prediction.""}"
locomo_allminilm,63,locomo_conv-26,What are some changes Caroline has faced during her transition journey?,"Changes to her body, losing unsupportive friends",source_family,0.0,0.15693994437792994,14,mem_bd18acaef9ff9cef,observation,"On 13 Sep 2023, Caroline said that some close friends kept supporting me, but a few weren't able to handle it",,anthropic/claude-sonnet-4,partial,either_ok,Addresses friend loss but misses body changes mentioned in reference.,"```json
{""semantic_support_label"": ""partial"", ""serving_semantics_label"": ""either_ok"", ""notes"": ""Addresses friend loss but misses body changes mentioned in reference.""}
```"
locomo_allminilm,63,locomo_conv-26,What are some changes Caroline has faced during her transition journey?,"Changes to her body, losing unsupportive friends",canonical,0.0,0.2559580248098155,14,mem_bd18acaef9ff9cef,observation,"On 13 Sep 2023, Caroline said that some close friends kept supporting me, but a few weren't able to handle it",,anthropic/claude-sonnet-4,partial,either_ok,Addresses friend changes but misses body changes mentioned in reference.,"```json
{""semantic_support_label"": ""partial"", ""serving_semantics_label"": ""either_ok"", ""notes"": ""Addresses friend changes but misses body changes mentioned in reference.""}
```"
locomo_allminilm,68,locomo_conv-26,What transgender-specific events has Caroline attended?,"Poetry reading, conference",source_family,0.0,0.1395953738647505,20,mem_d5ef22375c32f55e,observation,"On 13 Oct 2023, Caroline said that it was a transgender poetry reading where transgender people shared their stories through poetry. It was extra special 'cause it was a safe place for self-expression and it was really empowering to hear others share and celebrate their identities.",,anthropic/claude-sonnet-4,partial,either_ok,Mentions poetry reading but missing conference information from reference answer.,"{
  ""semantic_support_label"": ""partial"",
  ""serving_semantics_label"": ""either_ok"",
  ""notes"": ""Mentions poetry reading but missing conference information from reference answer.""
}"
locomo_allminilm,68,locomo_conv-26,What transgender-specific events has Caroline attended?,"Poetry reading, conference",canonical,0.0,0.227670248696953,20,mem_d5ef22375c32f55e,observation,"On 13 Oct 2023, Caroline said that it was a transgender poetry reading where transgender people shared their stories through poetry. It was extra special 'cause it was a safe place for self-expression and it was really empowering to hear others share and celebrate their identities.",,anthropic/claude-sonnet-4,partial,either_ok,Mentions poetry reading but missing conference; incomplete answer.,"{
  ""semantic_support_label"": ""partial"",
  ""serving_semantics_label"": ""either_ok"",
  ""notes"": ""Mentions poetry reading but missing conference; incomplete answer.""
}"
locomo_allminilm,73,locomo_conv-26,How many children does Melanie have?,3,source_family,0.0,0.2906521267882778,12,mem_f50507122a43d178,observation,"On 20 Oct 2023, Melanie said that they're tough kids",,anthropic/claude-sonnet-4,does_not_support,transformed_ok,Item mentions kids but provides no count information.,"```json
{""semantic_support_label"": ""does_not_support"", ""serving_semantics_label"": ""transformed_ok"", ""notes"": ""Item mentions kids but provides no count information.""}
```"
locomo_allminilm,73,locomo_conv-26,How many children does Melanie have?,3,canonical,0.0,0.2906521267882778,12,mem_f50507122a43d178,observation,"On 20 Oct 2023, Melanie said that they're tough kids",,anthropic/claude-sonnet-4,does_not_support,transformed_ok,Item mentions kids but gives no count information.,"```json
{""semantic_support_label"": ""does_not_support"", ""serving_semantics_label"": ""transformed_ok"", ""notes"": ""Item mentions kids but gives no count information.""}
```"
locomo_allminilm,75,locomo_conv-26,Would Melanie go on another roadtrip soon?,Likely no; since this one went badly,source_family,0.0,0.23159503708779922,35,mem_b9b5d01dc0968340,observation,"On 20 Oct 2023, Melanie said that we were all freaked when my son got into an accident",,anthropic/claude-sonnet-4,does_not_support,unclear,Item mentions accident but doesn't address Melanie's future roadtrip intentions.,"```json
{""semantic_support_label"": ""does_not_support"", ""serving_semantics_label"": ""unclear"", ""notes"": ""Item mentions accident but doesn't address Melanie's future roadtrip intentions.""}
```"
locomo_allminilm,75,locomo_conv-26,Would Melanie go on another roadtrip soon?,Likely no; since this one went badly,canonical,0.0,0.23159503708779922,35,mem_b9b5d01dc0968340,observation,"On 20 Oct 2023, Melanie said that we were all freaked when my son got into an accident",,anthropic/claude-sonnet-4,does_not_support,unclear,Item mentions accident but doesn't address Melanie's future roadtrip intentions.,"```json
{""semantic_support_label"": ""does_not_support"", ""serving_semantics_label"": ""unclear"", ""notes"": ""Item mentions accident but doesn't address Melanie's future roadtrip intentions.""}
```"
locomo_allminilm,79,locomo_conv-26,Would Caroline want to move back to her home country soon?,No; she's in the process of adopting children.,source_family,0.0,0.38685280723454163,2,mem_f1fe3f44b57a3cc3,observation,"On 22 Oct 2023, Caroline said that thanks so much, Melanie! It's beautiful! It really brings home how much love's in families - both blood and the ones we choose. I hope to build my own family and put a roof over kids who haven't had that before. For me, adoption is a way of giving back and showing love and acceptance.",,anthropic/claude-sonnet-4,partial,either_ok,Shows adoption intent but doesn't directly address moving timeline or country.,"{
  ""semantic_support_label"": ""partial"",
  ""serving_semantics_label"": ""either_ok"", 
  ""notes"": ""Shows adoption intent but doesn't directly address moving timeline or country.""
}"
locomo_allminilm,79,locomo_conv-26,Would Caroline want to move back to her home country soon?,No; she's in the process of adopting children.,canonical,0.0,0.6309297535714575,2,mem_f1fe3f44b57a3cc3,observation,"On 22 Oct 2023, Caroline said that thanks so much, Melanie! It's beautiful! It really brings home how much love's in families - both blood and the ones we choose. I hope to build my own family and put a roof over kids who haven't had that before. For me, adoption is a way of giving back and showing love and acceptance.",,anthropic/claude-sonnet-4,partial,either_ok,Shows adoption intent but lacks timing information needed for query.,"{
  ""semantic_support_label"": ""partial"",
  ""serving_semantics_label"": ""either_ok"",
  ""notes"": ""Shows adoption intent but lacks timing information needed for query.""
}"
locomo_allminilm,101,locomo_conv-26,What was Melanie's favorite book from her childhood?,"""Charlotte's Web""",source_family,0.0,0.16999161628691403,58,mem_adbff40a2e3eb9c3,observation,"On 6 Jul 2023, Melanie loved reading ""Charlotte's Web"" as a kid. It was so cool seeing how friendship and compassion can make a difference.",,anthropic/claude-sonnet-4,supports,either_ok,Directly states Charlotte's Web was Melanie's childhood favorite book.,"{""semantic_support_label"":""supports"",""serving_semantics_label"":""either_ok"",""notes"":""Directly states Charlotte's Web was Melanie's childhood favorite book.""}"
locomo_allminilm,101,locomo_conv-26,What was Melanie's favorite book from her childhood?,"""Charlotte's Web""",canonical,0.0,0.16999161628691403,58,mem_adbff40a2e3eb9c3,observation,"On 6 Jul 2023, Melanie loved reading ""Charlotte's Web"" as a kid. It was so cool seeing how friendship and compassion can make a difference.",,anthropic/claude-sonnet-4,supports,either_ok,Directly states Charlotte's Web was Melanie's childhood favorite book.,"{""semantic_support_label"":""supports"",""serving_semantics_label"":""either_ok"",""notes"":""Directly states Charlotte's Web was Melanie's childhood favorite book.""}"
locomo_allminilm,114,locomo_conv-26,What inspired Caroline's painting for the art show?,visiting an LGBTQ center and wanting to capture unity and strength,source_family,0.0,0.3010299956639812,9,mem_69d78bfbc05a1160,event,"On 17 Jul 2023, Caroline said that thanks, Melanie! I painted this after I visited a LGBTQ center. I wanted to capture everyone's unity and strength.",,anthropic/claude-sonnet-4,supports,either_ok,"Directly states Caroline's inspiration: visiting LGBTQ center, capturing unity and strength.","{""semantic_support_label"":""supports"",""serving_semantics_label"":""either_ok"",""notes"":""Directly states Caroline's inspiration: visiting LGBTQ center, capturing unity and strength.""}"
locomo_allminilm,114,locomo_conv-26,What inspired Caroline's painting for the art show?,visiting an LGBTQ center and wanting to capture unity and strength,canonical,0.0,0.3010299956639812,9,mem_69d78bfbc05a1160,event,"On 17 Jul 2023, Caroline said that thanks, Melanie! I painted this after I visited a LGBTQ center. I wanted to capture everyone's unity and strength.",,anthropic/claude-sonnet-4,supports,either_ok,"Directly states inspiration: visiting LGBTQ center, capturing unity and strength.","{""semantic_support_label"":""supports"",""serving_semantics_label"":""either_ok"",""notes"":""Directly states inspiration: visiting LGBTQ center, capturing unity and strength.""}"
locomo_allminilm,139,locomo_conv-26,What does Caroline's drawing symbolize for her?,Freedom and being true to herself.,source_family,0.0,0.18003132665669264,46,mem_58e1401bc299b004,observation,"On 13 Oct 2023, Caroline said that thanks, Melanie! Yeah, I drew it. It stands for freedom and being real. It's like a nudge to always stay true to myself and embrace my womanhood.",,anthropic/claude-sonnet-4,supports,either_ok,Directly states drawing symbolizes freedom and being true to herself.,"{
  ""semantic_support_label"": ""supports"",
  ""serving_semantics_label"": ""either_ok"",
  ""notes"": ""Directly states drawing symbolizes freedom and being true to herself.""
}"
locomo_allminilm,139,locomo_conv-26,What does Caroline's drawing symbolize for her?,Freedom and being true to herself.,canonical,0.0,0.18003132665669264,46,mem_58e1401bc299b004,observation,"On 13 Oct 2023, Caroline said that thanks, Melanie! Yeah, I drew it. It stands for freedom and being real. It's like a nudge to always stay true to myself and embrace my womanhood.",,anthropic/claude-sonnet-4,supports,either_ok,Directly states drawing symbolizes freedom and being true to herself.,"{""semantic_support_label"":""supports"",""serving_semantics_label"":""either_ok"",""notes"":""Directly states drawing symbolizes freedom and being true to herself.""}"
locomo_allminilm,144,locomo_conv-26,How did Melanie's children handle the accident?,They were scared but resilient,source_family,0.0,0.5,3,mem_526792c69fbf6e36,event,"On 20 Oct 2023, Melanie said that thanks! They were scared but we reassured them and explained their brother would be OK. They're tough kids.",,anthropic/claude-sonnet-4,supports,either_ok,"Directly answers how children handled accident: scared but reassured, tough kids.","{
  ""semantic_support_label"": ""supports"",
  ""serving_semantics_label"": ""either_ok"", 
  ""notes"": ""Directly answers how children handled accident: scared but reassured, tough kids.""
}"
locomo_allminilm,144,locomo_conv-26,How did Melanie's children handle the accident?,They were scared but resilient,canonical,0.0,0.5,3,mem_526792c69fbf6e36,event,"On 20 Oct 2023, Melanie said that thanks! They were scared but we reassured them and explained their brother would be OK. They're tough kids.",,anthropic/claude-sonnet-4,supports,either_ok,"Directly states children were scared but resilient, matching reference answer.","{
  ""semantic_support_label"": ""supports"",
  ""serving_semantics_label"": ""either_ok"",
  ""notes"": ""Directly states children were scared but resilient, matching reference answer.""
}"
locomo_allminilm,157,locomo_conv-30,What Jon thinks the ideal dance studio should look like?,"By the water, with natural light and Marley flooring",source_family,0.0,0.5691159230006478,1,mem_78856c061b9aa769,event,"On 29 Jan 2023, Jon said that hey Gina! Thanks for asking. I'm on the hunt for the ideal spot for my dance studio and it's been quite a journey! I've been looking at different places and picturing how the space would look. I even found a place with great natural light! Oh, I've been to Paris yesterday! It was sooo cool.",,anthropic/claude-sonnet-4,partial,either_ok,Mentions natural light but missing water location and Marley flooring details.,"{""semantic_support_label"":""partial"",""serving_semantics_label"":""either_ok"",""notes"":""Mentions natural light but missing water location and Marley flooring details.""}"
locomo_allminilm,157,locomo_conv-30,What Jon thinks the ideal dance studio should look like?,"By the water, with natural light and Marley flooring",canonical,0.0,0.7435918382736328,1,mem_78856c061b9aa769,event,"On 29 Jan 2023, Jon said that hey Gina! Thanks for asking. I'm on the hunt for the ideal spot for my dance studio and it's been quite a journey! I've been looking at different places and picturing how the space would look. I even found a place with great natural light! Oh, I've been to Paris yesterday! It was sooo cool.",,anthropic/claude-sonnet-4,partial,either_ok,Mentions natural light but missing water location and Marley flooring details.,"```json
{""semantic_support_label"": ""partial"", ""serving_semantics_label"": ""either_ok"", ""notes"": ""Mentions natural light but missing water location and Marley flooring details.""}
```"
locomo_allminilm,169,locomo_conv-30,Why did Gina decide to start her own clothing store?,She always loved fashion trends and finding unique pieces and she lost her job so decided it was time to start her own business.,source_family,0.0,0.2699256480852138,12,mem_2f3b9f189d2be85f,observation,"On 20 Jan 2023, Gina said that sorry about your job Jon, but starting your own business sounds awesome",,anthropic/claude-sonnet-4,does_not_support,raw_required,"Item shows Gina encouraging Jon's business, not her own motivations.","```json
{""semantic_support_label"": ""does_not_support"", ""serving_semantics_label"": ""raw_required"", ""notes"": ""Item shows Gina encouraging Jon's business, not her own motivations.""}
```"
locomo_allminilm,169,locomo_conv-30,Why did Gina decide to start her own clothing store?,She always loved fashion trends and finding unique pieces and she lost her job so decided it was time to start her own business.,canonical,0.0,0.2699256480852138,12,mem_2f3b9f189d2be85f,observation,"On 20 Jan 2023, Gina said that sorry about your job Jon, but starting your own business sounds awesome",,anthropic/claude-sonnet-4,does_not_support,raw_required,Item mentions starting business but not Gina's own motivations or reasons.,"```json
{""semantic_support_label"": ""does_not_support"", ""serving_semantics_label"": ""raw_required"", ""notes"": ""Item mentions starting business but not Gina's own motivations or reasons.""}
```"
